probe_id	ensembl_id
GI_13385225-S	ENSMUSG00000070933
GI_20861169-S	ENSMUSG00000057134
GI_20892426-I	ENSMUSG00000059657
GI_20900218-S	ENSMUSG00000047150
GI_20945805-S	ENSMUSG00000075045
GI_22122530-I	ENSMUSG00000033111
GI_38076832-S	ENSMUSG00000075000
GI_38077369-S	ENSMUSG00000054196
GI_38077399-S	ENSMUSG00000078780
GI_38078469-S	ENSMUSG00000078686
GI_38078958-S	ENSMUSG00000046262
GI_38079891-S	ENSMUSG00000060166
GI_38081662-S	ENSMUSG00000075046
GI_38082535-S	ENSMUSG00000071068
GI_38082627-S	ENSMUSG00000091504
GI_38083469-S	ENSMUSG00000039840
GI_38084830-S	ENSMUSG00000024769
GI_38085251-S	ENSMUSG00000001175
GI_38085294-S	ENSMUSG00000033768
GI_38085321-S	ENSMUSG00000026064
GI_38086021-S	ENSMUSG00000062393
GI_38087537-S	ENSMUSG00000060260
GI_38087876-S	ENSMUSG00000078817
GI_38087878-S	ENSMUSG00000078817
GI_38089675-S	ENSMUSG00000002910
GI_38090477-S	ENSMUSG00000038039
GI_38090516-S	ENSMUSG00000079593
GI_38090932-S	ENSMUSG00000040021
GI_38091523-S	ENSMUSG00000082101
GI_38091661-S	ENSMUSG00000069830
GI_38094076-S	ENSMUSG00000093803
ri|1810015H18|R000022L19|AK007511|1150-S	ENSMUSG00000023307
ri|1810062O14|ZX00043I14|AK075803|1711-S	ENSMUSG00000040247
ri|2310007G05|ZX00052E05|AK009204|1092-S	ENSMUSG00000023991
ri|2600014C01|ZX00060D21|AK011206|858-S	ENSMUSG00000038039
ri|4831444O18|PX00103E07|AK029261|2411-S	ENSMUSG00000039652
ri|4833415L22|PX00028O03|AK076469|1737-S	ENSMUSG00000006378
ri|4921514E18|PX00014C18|AK029530|2303-S	ENSMUSG00000040021
ri|4921537P18|PX00015K17|AK015012|1456-S	ENSMUSG00000110333
ri|4930447P04|PX00031O17|AK019617|2343-S	ENSMUSG00000006471
ri|7420700D11|PX00024C20|AK033036|2783-S	ENSMUSG00000040818
ri|A430102N13|PX00064C16|AK040487|1747-S	ENSMUSG00000040247
ri|A430108B07|PX00064J06|AK020784|1176-S	ENSMUSG00000079685
ri|A930038I05|PX00316F08|AK080750|1801-S	ENSMUSG00000023259
ri|C430045M10|PX00080I10|AK049579|1953-S	ENSMUSG00000026502
ri|D130046P05|PX00184B08|AK051410|1953-S	ENSMUSG00000022361
ri|D430005J01|PX00193M24|AK084886|3910-S	ENSMUSG00000000325
ri|D730020K15|PX00090J13|AK052809|3840-S	ENSMUSG00000040606
ri|D830023M13|PX00199E23|AK052884|1817-S	ENSMUSG00000021898
ri|E230027K01|PX00210L05|AK054197|2665-S	ENSMUSG00000040818
ri|E330011I20|PX00211P04|AK054295|2454-S	ENSMUSG00000040818
scl000041.1_12-S	ENSMUSG00000040385
scl000041.1_12_REVCOMP-S	ENSMUSG00000024824
scl000045.1_44-S	ENSMUSG00000024824
scl000045.1_44_REVCOMP-S	ENSMUSG00000040385
scl00007.1_27-S	ENSMUSG00000022299
scl0001025.1_82-S	ENSMUSG00000053460
scl0001079.1_24-S	ENSMUSG00000050732
scl0001129.1_2-S	ENSMUSG00000056305
scl000118.1_7-S	ENSMUSG00000025478
scl0001255.1_2-S	ENSMUSG00000055850
scl0001511.1_1-S	ENSMUSG00000046879
scl0001666.1_60-S	ENSMUSG00000064043
scl0001784.1_73-S	ENSMUSG00000075704
scl0001807.1_51-S	ENSMUSG00000022684
scl0001815.1_4-S	ENSMUSG00000022721
scl0001876.1_15-S	ENSMUSG00000022684
scl0001894.1_46-S	ENSMUSG00000000326
scl0002049.1_44-S	ENSMUSG00000074677
scl0002053.1_260-S	ENSMUSG00000025758
scl0002260.1_58-S	ENSMUSG00000047466
scl0002449.1_77-S	ENSMUSG00000054115
scl0002464.1_89-S	ENSMUSG00000022296
scl0002472.1_6-S	ENSMUSG00000022358
scl0002501.1_221-S	ENSMUSG00000054115
scl0002524.1_1291-S	ENSMUSG00000022360
scl0002538.1_0-S	ENSMUSG00000022360
scl000259.1_17-S	ENSMUSG00000015980
scl0002657.1_5-S	ENSMUSG00000073792
scl0002795.1_13-S	ENSMUSG00000028772
scl0002833.1_35-S	ENSMUSG00000028549
scl0002873.1_128-S	ENSMUSG00000031273
scl0002901.1_9-S	ENSMUSG00000031429
scl0002924.1_11-S	ENSMUSG00000031429
scl0003012.1_42-S	ENSMUSG00000034101
scl0003083.1_1-S	ENSMUSG00000005505
scl0003188.1_59-S	ENSMUSG00000005506
scl0003214.1_161-S	ENSMUSG00000096764
scl0003269.1_0-S	ENSMUSG00000096764
scl0003276.1_11-S	ENSMUSG00000002104
scl0003325.1_73-S	ENSMUSG00000005506
scl0003364.1_93-S	ENSMUSG00000034101
scl0003671.1_270-S	ENSMUSG00000078941
scl0003698.1_1-S	ENSMUSG00000025453
scl000372.1_1017-S	ENSMUSG00000033111
scl0003737.1_16-S	ENSMUSG00000025453
scl0003838.1_10-S	ENSMUSG00000019795
scl0004003.1_110-S	ENSMUSG00000083012
scl000429.1_0-S	ENSMUSG00000024824
scl000441.1_274-S	ENSMUSG00000024949
scl000442.1_0-S	ENSMUSG00000061742
scl000482.1_170-S	ENSMUSG00000024947
scl000517.1_91-S	ENSMUSG00000040663
scl000534.1_21-S	ENSMUSG00000040385
scl000535.1_0-S	ENSMUSG00000024949
scl000591.1_21-S	ENSMUSG00000031838
scl000629.1_5-S	ENSMUSG00000053687
scl000733.1_15-S	ENSMUSG00000000791
scl00089.1_20-S	ENSMUSG00000089847
scl000945.1_195-S	ENSMUSG00000026012
scl00102115.2_247-S	ENSMUSG00000113262
scl00102926.1_171-S	ENSMUSG00000079418
scl00108052.1_156-S	ENSMUSG00000059336
scl00118452.2_120-S	ENSMUSG00000022296
scl0012050.1_82-S	ENSMUSG00000089682
scl0012846.1_253-S	ENSMUSG00000000326
scl0013046.1_235-S	ENSMUSG00000005506
scl0013386.2_11-S	ENSMUSG00000040856
scl0014728.1_196-S	ENSMUSG00000062593
scl0014870.1_15-S	ENSMUSG00000060803
scl0015547.2_255-S	ENSMUSG00000022721
scl0015925.2_2-S	ENSMUSG00000056999
scl0016866.2_28-S	ENSMUSG00000100916
scl0018000.2_112-S	ENSMUSG00000026276
scl0018044.2_32-S	ENSMUSG00000023994
scl0018415.2_190-S	ENSMUSG00000025757
scl0018537.2_170-S	ENSMUSG00000019795
scl0018710.2_219-S	ENSMUSG00000028698
scl0018752.1_62-S	ENSMUSG00000078816
scl0019125.1_326-S	ENSMUSG00000003526
scl0020862.1_160-S	ENSMUSG00000059657
scl00208922.2_306-S	ENSMUSG00000039652
scl00211922.2_46-S	ENSMUSG00000040818
scl00211948.2_4-S	ENSMUSG00000043702
scl00215751.1_299-S	ENSMUSG00000040006
scl0022668.2_279-S	ENSMUSG00000024949
scl0022770.2_174-S	ENSMUSG00000022361
scl00232087.1_95-S	ENSMUSG00000053907
scl00237886.1_2-S	ENSMUSG00000069793
scl00237886.1_64-S	ENSMUSG00000069793
scl0026412.2_155-S	ENSMUSG00000024948
scl0027366.2_282-S	ENSMUSG00000057130
scl0027401.1_148-S	ENSMUSG00000054115
scl00280287.2_244-S	ENSMUSG00000115958
scl00319446.2_1-S	ENSMUSG00000053687
scl00320940.1_21-S	ENSMUSG00000062949
scl00380614.1_127-S	ENSMUSG00000060798
scl0050523.1_281-S	ENSMUSG00000021959
scl0051810.1_209-S	ENSMUSG00000039630
scl0054378.1_199-S	ENSMUSG00000078815
scl0056428.2_17-S	ENSMUSG00000027282
scl0058988.2_135-S	ENSMUSG00000024830
scl0064657.1_0-S	ENSMUSG00000034729
scl0067238.2_233-S	ENSMUSG00000083012
scl0068051.1_156-S	ENSMUSG00000008450
scl0068349.1_0-S	ENSMUSG00000005510
scl0068364.1_82-S	ENSMUSG00000058706
scl0069041.1_73-S	ENSMUSG00000024773
scl0069104.1_104-S	ENSMUSG00000023307
scl0070297.1_310-S	ENSMUSG00000038039
scl0070579.1_22-S	ENSMUSG00000102976
scl0072836.1_85-S	ENSMUSG00000024174
scl0073949.1_59-S	ENSMUSG00000107956
scl0074023.2_234-S	ENSMUSG00000049353
scl0074062.1_17-S	ENSMUSG00000094230
scl0076229.1_210-S	ENSMUSG00000110105
scl0078729.1_67-S	ENSMUSG00000023307
scl0078825.1_275-S	ENSMUSG00000026502
scl0080912.2_313-S	ENSMUSG00000028580
scl0084036.2_130-S	ENSMUSG00000002908
scl0094216.2_256-S	ENSMUSG00000031273
scl0099889.1_5-S	ENSMUSG00000074513
scl0103841.10_11-S	ENSMUSG00000018378
scl0107723.25_12-S	ENSMUSG00000096764
scl0107934.22_249-S	ENSMUSG00000023473
scl0108052.2_15-S	ENSMUSG00000059336
scl0110385.17_14-S	ENSMUSG00000031842
scl0110809.8_13-S	ENSMUSG00000018379
scl0116837.3_28-S	ENSMUSG00000041670
scl011877.15_6-S	ENSMUSG00000000325
scl012050.4_30-S	ENSMUSG00000089682
scl012314.1_140-S	ENSMUSG00000001175
scl012388.2_103-S	ENSMUSG00000034101
scl013046.9_64-S	ENSMUSG00000005506
scl013654.4_67-S	ENSMUSG00000037868
scl014356.3_2-S	ENSMUSG00000089847
scl014728.9_301-S	ENSMUSG00000062593
scl014870.5_30-S	ENSMUSG00000060803
scl015221.15_13-S	ENSMUSG00000067261
scl015953.2_220-S	ENSMUSG00000078920
scl017283.2_24-S	ENSMUSG00000024947
scl018000.14_10-S	ENSMUSG00000026276
scl018115.1_1-S	ENSMUSG00000025453
scl018190.1_20-S	ENSMUSG00000033768
scl019045.1_99-S	ENSMUSG00000040385
scl019201.10_5-S	ENSMUSG00000025429
scl019339.5_272-S	ENSMUSG00000031840
scl019385.1_25-S	ENSMUSG00000005732
scl019395.3_4-S	ENSMUSG00000032946
scl020557.3_295-S	ENSMUSG00000018986
scl020770.2_98-S	ENSMUSG00000036925
scl0207728.16_127-S	ENSMUSG00000030653
scl0214359.1_299-S	ENSMUSG00000040616
scl022186.3_30-S	ENSMUSG00000068240
scl022273.17_12-S	ENSMUSG00000025651
scl0223332.14_5-S	ENSMUSG00000048424
scl0223499.9_30-S	ENSMUSG00000022300
scl022770.1_29-S	ENSMUSG00000022361
scl0232087.1_5-S	ENSMUSG00000053907
scl0232087.7_6-S	ENSMUSG00000053907
scl0234385.1_330-S	ENSMUSG00000031833
scl0237886.1_332-S	ENSMUSG00000069793
scl0239463.2_21-S	ENSMUSG00000051225
scl0240505.1_158-S	ENSMUSG00000024769
scl0269053.1_197-S	ENSMUSG00000044724
scl026912.9_26-S	ENSMUSG00000006378
scl027366.4_62-S	ENSMUSG00000057130
scl027401.3_29-S	ENSMUSG00000054115
scl027801.1_9-S	ENSMUSG00000060166
scl027883.1_63-S	ENSMUSG00000013539
